meshes/actors/character/facegendata/facegeom/skyrim.esm/00103514.nif	Triangles x2388, Triangles Copy x2388, Index x795, Weight x540, Vertex Weights x76, Num Bones x9
meshes/actors/character/facegendata/facegeom/skyrim.esm/00103534.nif	Triangles x1965, Triangles Copy x1965, Index x1137, Weight x246, Vertex Weights x186, Num Bones x9
meshes/actors/character/facegendata/facegeom/skyrim.esm/00105551.nif	Triangles x2204, Triangles Copy x2204, Index x1595, Weight x846, Vertex Weights x200, Vertex Desc x8
meshes/actors/character/facegendata/facegeom/skyrim.esm/00105562.nif	Triangles x1965, Triangles Copy x1965, Index x283, Weight x161, Vertex Weights x98, Num Bones x12
meshes/actors/character/facegendata/facegeom/skyrim.esm/001068f8.nif	Triangles x2459, Triangles Copy x2459, Index x974, Vertex Weights x295, Weight x218, Num Bones x8
meshes/actors/character/facegendata/facegeom/skyrim.esm/00107572.nif	Triangles x2520, Triangles Copy x2520, Index x473, Vertex Weights x462, Weight x280, Num Bones x7
meshes/actors/character/facegendata/facegeom/skyrim.esm/001091a9.nif	Triangles x2396, Triangles Copy x2396, Index x1447, Weight x517, Vertex Weights x190, Num Bones x10
meshes/actors/character/facegendata/facegeom/skyrim.esm/001091b8.nif	Triangles x2307, Triangles Copy x2307, Index x304, Weight x183, Vertex Weights x152, Num Bones x10
meshes/actors/character/facegendata/facegeom/skyrim.esm/001091be.nif	Triangles x2639, Triangles Copy x2639, Index x1780, Weight x653, Vertex Weights x214, Num Bones x12
meshes/actors/character/facegendata/facegeom/skyrim.esm/001091c1.nif	Triangles x2657, Triangles Copy x2657, Index x895, Weight x445, Vertex Weights x70, Num Bones x9
meshes/actors/character/facegendata/facegeom/skyrim.esm/001091c2.nif	Triangles x2455, Triangles Copy x2455, Index x1649, Weight x617, Vertex Weights x200, Num Bones x12
meshes/actors/character/facegendata/facegeom/skyrim.esm/00109a7f.nif	Triangles x2517, Triangles Copy x2517, Index x1726, Weight x970, Vertex Weights x351, Vertex Desc x8
meshes/actors/character/facegendata/facegeom/skyrim.esm/00109a80.nif	Triangles x2260, Triangles Copy x2260, Index x1089, Weight x272, Vertex Weights x210, Num Bones x13
meshes/actors/character/facegendata/facegeom/skyrim.esm/0010a1a8.nif	Triangles x2005, Triangles Copy x2005, Index x307, Weight x187, Vertex Weights x170, Num Bones x9
meshes/actors/character/facegendata/facegeom/skyrim.esm/0010a1aa.nif	Triangles x1988, Triangles Copy x1988, Index x1115, Weight x251, Vertex Weights x184, Num Bones x8
meshes/actors/character/facegendata/facegeom/skyrim.esm/0010c44e.nif	Triangles x1991, Triangles Copy x1991, Index x302, Weight x144, Vertex Weights x74, Num Bones x8
meshes/actors/character/facegendata/facegeom/skyrim.esm/0010c457.nif	Triangles x2356, Triangles Copy x2356, Index x1461, Weight x434, Vertex Weights x194, Num Bones x14
meshes/actors/character/facegendata/facegeom/skyrim.esm/0010f5aa.nif	Triangles x1671, Triangles Copy x1671, Index x936, Weight x218, Vertex Weights x170, Num Bones x12
meshes/actors/dlc01/ancientfrostatronach/ancientfrostatronach.nif	Vertex Weights x47, Parallax Inner Layer Thickness x1, Parallax Refraction Scale x1, Parallax Inner Layer Texture Scale x1, Parallax Envmap Strength x1
meshes/actors/dlc01/character/hair/dlc1femaleseranahair_hairline.nif	Triangles x160, Triangles Copy x160, Num Bones x2, Bones x2, Hair Tint Color x1
meshes/actors/dlc01/chaurusflyer/chaflyer_staticpose1.nif	Triangles x1825, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/actors/dlc01/dragon/dragon_icelakebloodhead.nif	Weight x39, Num Vertices x13, Vertex Weights x13, Translation x2
meshes/actors/dlc01/falmervampire/falmervampireferal.nif	Vertex Weights x9655, Triangles x6489, Triangles Copy x6489, Translation x228, Rotation x226, Num Vertices x114
meshes/actors/dlc01/falmervampire/falmervampireferalwings.nif	Vertex Weights x9209, Triangles x6489, Triangles Copy x6489, Translation x229, Rotation x226, Num Vertices x114
meshes/actors/dlc01/horse/character assets/jamshadowmerefx.nif	Phase x4, Vertex Desc x4, NiStringsExtraData x1
meshes/actors/dlc01/spriggan/fxsprigganattachmentsmatronvariant.nif	Controller Type x310, Interpolator ID x235, Controller ID x225, Value x124, NiFloatInterpolator x115, NiBoolTimelineInterpolator x109
meshes/actors/dlc01/spriggan/magsprigganmatronvariantconccastingart.nif	Interpolator ID x10, Controller Type x8, Controller ID x8, NiBoolTimelineInterpolator x4, NiFloatInterpolator x4, Vertex Desc x3
meshes/actors/dlc02/benthiclurker/character assets/benthictenticlehandleft.nif	Controller ID x24, Controller Type x22, Interpolator ID x16, NiBoolTimelineInterpolator x10, Property Type x8, NiFloatInterpolator x8
meshes/actors/dlc02/boarriekling/character assets/boarriekling_varianta.nif	Triangles x643, Triangles Copy x643, Weight x170, Index x142, Num Vertices x20, Vertex Weights x20
meshes/actors/dlc02/dragon/dragon_blackvariant.nif	Triangles x16439, Triangles Copy x16439, Index x3148, Weight x2927, Rotation x114, Translation x114
meshes/actors/dlc02/dragon/dragon_blackvarianttailbloodmesh.nif	Weight x148, Num Vertices x11, Vertex Weights x11
meshes/actors/dlc02/dragon/dragon_blackvariantwingrbloodmesh.nif	Weight x93, Num Vertices x19, Vertex Weights x19
meshes/actors/dlc02/dwarvenballistacenturion/character assets/dwarvenballista.nif	Translation x1
meshes/actors/dlc02/dwarvenballistacenturion/character assets/skeleton.nif	Flags x24
meshes/actors/dlc02/spider_poison/characterassets/expspidereggsalbino01.nif	Num Filters x1, Filters x1
meshes/actors/dlc02/spider_poison/characterassets/expspiderprojfrostthrown.nif	Flags x4, Num Bones x1, Bones x1
meshes/actors/dlc02/spider_poison/characterassets/expspidershockdead.nif	Unused Float x2, Num Bones x2, Bones x2, BSInvMarker x1, Layer x1, Broad Phase Type x1
meshes/actors/dlc02/spider_poison/characterassets/expspiderzombieinv.nif	Flags x5, Material x3, Unused Float x2, BSInvMarker x1, Num Filters x1, Filters x1
meshes/actors/dlc02/spider_poison/characterassets/spiderinhandfxpoisoncloak.nif	Weight x12, Num Vertices x3, Vertex Weights x3, Translation x2, Vertex Desc x1, Phase x1
meshes/actors/dlc02/spider_poison/characterassets/spiderinhandfxzombie.nif	Vertex Desc x36, Data Size x36, Weight x12, Num Vertices x3, Vertex Weights x3, Translation x2
meshes/actors/dlc02/spider_poison/characterassets/spider_zombie.nif	Triangles x1723, Triangles Copy x1723, Index x1454, Weight x1020, Rotation x4, Translation x4
meshes/actors/dlc02/werebear/werebear.nif	Translation x6, Num Bones x2, Bones x2
meshes/actors/dragon/character assets/decaydragonbloodhead.nif	Weight x39, Num Vertices x8, Vertex Weights x8, Translation x1
meshes/actors/dragon/character assets/dragon.nif	Triangles x13082, Triangles Copy x13082, Vertex Weights x1259, Index x482, Weight x470, Translation x132
meshes/actors/dragon/character assets/dragonbloodtail.nif	Translation x1
meshes/actors/dragon/character assets/dragon_bronze_bloodwingr.nif	Weight x25, Num Vertices x11, Vertex Weights x11, Translation x1
meshes/actors/dragon/character assets/dragon_ice_bloodwingl.nif	Num Vertices x13, Vertex Weights x13, Translation x1, Weight x1
meshes/actors/dragon/character assets/dragon_ice_bloodyhead.nif	Weight x45, Num Vertices x3, Vertex Weights x3, Translation x1
meshes/actors/dragon/dragonwordwallidle.nif	Triangles x820, Vertex Desc x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/actors/dragonpriest/character assets/maskiron.nif	Translation x1, Num Bones x1, Bones x1
meshes/actors/dragonpriest/character assets/maskmarble.nif	Translation x1, Num Bones x1, Bones x1
meshes/actors/draugr/character assets/dlc01/dlc1soulcairnboneman.nif	Translation x15, Num Bones x9, Bones x9
meshes/actors/draugr/character assets/draugrmale03.nif	Triangles x5022, Triangles Copy x5022, Vertex Weights x324, Translation x36, Rotation x28, Weight x22
meshes/actors/draugr/character assets/draugrmale04.nif	Triangles x5022, Triangles Copy x5022, Vertex Weights x324, Translation x37, Rotation x28, Weight x22
meshes/actors/draugr/character assets/hair02.nif	Translation x1, Num Bones x1, Bones x1
meshes/actors/draugr/character assets/hevarmorf_1.nif	Triangles x2419, Triangles Copy x2419, Index x873, Weight x814, Vertex Weights x503, Num Bones x3
meshes/actors/draugr/character assets/skeletonnecroimperialskin.nif	Translation x14, Num Bones x11, Bones x11
meshes/actors/draugr/character assets/skeletons.nif	Flags x36, BSBound x1, Layer x1, Broad Phase Type x1
meshes/actors/dwarvenspherecenturion/character assets/spherecenturion.nif	Rotation x59, Translation x42, Num Bones x41, Bones x41
meshes/actors/dwarvensteamcenturion/character assets/skeleton.nif	Flags x26, Layer x2, Broad Phase Type x2, BSBound x1
meshes/actors/falmer/character assets/falmer_female_01.nif	Triangles x5960, Triangles Copy x5960, Translation x135, Rotation x132, Bones x67, Name x66
meshes/actors/falmer/character assets/helmet01.nif	Translation x1, Num Bones x1, Bones x1
meshes/actors/giant/character assets/giant01.nif	Triangles x6393, Triangles Copy x6393, Index x133, Weight x133, Translation x105, Rotation x102
meshes/actors/icewraith/character assets/fxicewraith2ndform.nif	Flags x8, NiStringsExtraData x1
meshes/actors/icewraith/character assets/skeleton.nif	Unused Float x1, Layer x1, Broad Phase Type x1
meshes/actors/manekin/manekinhead.nif	Triangles x932, Triangles Copy x932, Index x402, Weight x160, Vertex Weights x76, Num Bones x3
meshes/actors/mudcrab/character assets/skeleton.nif	BSBound x1
meshes/actors/skeever/character assets/skeever.nif	Triangles x3463, Triangles Copy x3463, Vertex Weights x721, Rotation x36, Translation x36, Weight x31
meshes/actors/skeever/character assets/skeleton.nif	BSBound x1
meshes/actors/skeever/skeeverstatic.nif	Triangles x3463, Triangles Copy x3463, Vertex Weights x721, Rotation x36, Translation x36, Weight x31
meshes/actors/spriggan/fxsprigganattachmentsmatron.nif	Controller Type x310, Interpolator ID x235, Controller ID x225, Value x124, NiFloatInterpolator x115, NiBoolTimelineInterpolator x109
meshes/actors/spriggan/sprigganfxtestunified.nif	Controller Type x312, Interpolator ID x235, Controller ID x227, Value x149, NiFloatInterpolator x116, NiBoolTimelineInterpolator x109
meshes/actors/troll/character assets/blacktroll.nif	Weight x8, Vertex Weights x5, Translation x1, Num Vertices x1
meshes/actors/troll/character assets/troll.nif	Weight x8, Vertex Weights x5, Translation x2, Num Vertices x1
meshes/actors/werewolfbeast/character assets/malebodywerewolf_1.nif	Vertex Weights x72, Num Bones x2, Bones x2, Translation x1
meshes/animobjects/animobjectdwemerext.nif	Triangles x611, NiStringExtraData x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/animobjects/animobjectelderscroll.nif	NiStringExtraData x1
meshes/animobjects/animobjecthammer_table.nif	Triangles x85, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/animobjects/animobjecttgfalmereye.nif	BSInvMarker x1, NiStringExtraData x1
meshes/animobjects/blacksmithhammeranimobject.nif	Triangles x85, NiStringExtraData x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/animobjects/dlc02/animobjectboat.nif	Triangles x9127, Num Vertices x5, Data Size x5, Vertex Data x5
meshes/animobjects/dlc02/animobjectseekerbook.nif	Triangles x260, NiStringExtraData x1, Unused Float x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/animobjects/fxchickenfeeding.nif	Vertex Desc x2, NiTextKeyExtraData x1, NiStringExtraData x1
meshes/animobjects/hook01.nif	NiStringExtraData x1
meshes/architecture/docks/dockropestr01.nif	Max x1
meshes/architecture/docks/dockstepsdownend01.nif	Max x1, Num Big Verts x1, Big Verts x1, Num Big Tris x1, Big Tris x1
meshes/architecture/docks/dockstrent01.nif	Num Big Verts x1, Big Verts x1, Num Big Tris x1, Big Tris x1
meshes/architecture/docks/dockstrent03.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/farmhouse/farmhouse04walkway.nif	Triangles x329, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/farmhouse/farmhouse06destroyed01.nif	Triangles x5687, Num Vertices x4, Data Size x4, Vertex Data x4, Num Big Verts x1, Big Verts x1
meshes/architecture/farmhouse/fencewoven02.nif	Name x1, NiBooleanExtraData x1
meshes/architecture/farmhouse/inn01.nif	Triangles x5877, Num Vertices x2, Data Size x2, Vertex Data x2, Num Big Verts x1, Big Verts x1
meshes/architecture/farmhouse/inndestroyed01.nif	Triangles x11896, Num Vertices x4, Data Size x4, Vertex Data x4, Num Big Verts x1, Big Verts x1
meshes/architecture/farmhouse/interior/basement/farmbcorner03.nif	Triangles x24, Max x1, Num Big Verts x1, Num Big Tris x1, Num Vertices x1, Data Size x1
meshes/architecture/farmhouse/interior/basement/farmbicorner03.nif	Triangles x486, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/farmhouse/interior/basement/farmbwall01.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/farmhouse/interior/basement/farmbwall02.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/farmhouse/interior/basement/farmbwallentrance04.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/farmhouse/interior/basement/farmbwalltrapdoor01.nif	Triangles x300, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/farmhouse/interior/farmint2end03.nif	Triangles x222, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/farmhouse/interior/farmint2wall01.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/farmhouse/interior/farmintinnend02.nif	Triangles x199, Max x1, Num Big Verts x1, Num Big Tris x1, Num Vertices x1, Data Size x1
meshes/architecture/farmhouse/interior/farmintwallhearth02.nif	Triangles x75, Max x1, Num Big Verts x1, Num Big Tris x1, Num Vertices x1, Data Size x1
meshes/architecture/farmhouse/stonewall/stonewall01.nif	Triangles x677, Name x1, NiBooleanExtraData x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/farmhouse/stonewall/stonewallendr01ivy.nif	Triangles x515, Name x1, NiBooleanExtraData x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/farmhouse/stonewall/stonewallterrace01.nif	Name x1, NiBooleanExtraData x1
meshes/architecture/farmhouse/stonewall/stonewallterrace02.nif	Name x1, NiBooleanExtraData x1
meshes/architecture/farmhouse/stonewall/stonewallterracestairs01.nif	Name x1, NiBooleanExtraData x1
meshes/architecture/farmhouse/walkway/walkwayc01.nif	Triangles x203, Max x1, Num Big Verts x1, Num Big Tris x1, Num Vertices x1, Data Size x1
meshes/architecture/farmhouse/walkway/walkwaycwallend01.nif	Triangles x695, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/farmhouse/walkway/walkwaycwallend04.nif	Triangles x629, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/farmhouse/walkway/walkwayramp01.nif	Triangles x199, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/highhrothgar/hhlgbaycover01.nif	Triangles x97, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/highhrothgar/hhlgbaylendl.nif	Triangles x382, Num Vertices x5, Data Size x5, Vertex Data x5, Max x1, Num Big Verts x1
meshes/architecture/highhrothgar/hhlgbayrentrance01a.nif	Triangles x147, Num Vertices x4, Data Size x4, Vertex Data x4, Max x1, Num Big Verts x1
meshes/architecture/highhrothgar/hhlgromcorent01.nif	Triangles x540, Num Vertices x7, Data Size x7, Vertex Data x7, Max x1, Num Big Verts x1
meshes/architecture/highhrothgar/hhlgromcorent02.nif	Triangles x539, Num Vertices x7, Data Size x7, Vertex Data x7, Max x1, Num Big Verts x1
meshes/architecture/highhrothgar/hhlgromcorsol01.nif	Triangles x513, Num Vertices x7, Data Size x7, Vertex Data x7, Max x1, Num Big Verts x1
meshes/architecture/highhrothgar/hhmainhallfe01.nif	Triangles x408, Num Vertices x6, Data Size x6, Vertex Data x6, Max x1, Num Big Verts x1
meshes/architecture/highhrothgar/hhmainhallfgate01.nif	Triangles x12, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/highhrothgar/hhstepb.nif	Unused Float x2, Material x1, Num Filters x1, Filters x1
meshes/architecture/highhrothgar/hhsteps05.nif	Unused Float x4, Material x3, Num Filters x1, Filters x1
meshes/architecture/highhrothgar/hhsteps06narrow.nif	Material x7, Unused Float x6, Num Filters x1, Filters x1
meshes/architecture/markarth/civilwar/dwecivwarbridgert01.nif	Triangles x291, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/markarth/civilwar/mrkcwexttower01steps01.nif	Triangles x673, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/markarth/markarthdwarftower01city.nif	Triangles x108, Num Vertices x4, Data Size x4, Vertex Data x4
meshes/architecture/markarth/markarthsilverfishinn01.nif	Triangles x825, Num Vertices x5, Data Size x5, Vertex Data x5, Max x1, Num Big Verts x1
meshes/architecture/markarth/mrkcitylandscapelod.nif	Triangles x370, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/markarth/mrkdocksidebridge02.nif	Triangles x369, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/markarth/mrkdocksidebridge02colms02.nif	Triangles x41, Max x1, Num Big Verts x1, Num Big Tris x1, Num Vertices x1, Data Size x1
meshes/architecture/markarth/mrkdwemerruinsentr01.nif	Triangles x114, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/markarth/mrkfrontwalldam02ext.nif	Num Big Verts x1, Big Verts x1, Num Big Tris x1, Big Tris x1
meshes/architecture/markarth/mrkfrontwallmain01.nif	Triangles x18038, Num Vertices x11, Data Size x11, Vertex Data x11, Max x1, Num Big Verts x1
meshes/architecture/markarth/mrkkeepbalcony01.nif	Layer x1
meshes/architecture/markarth/mrktemplecragsteps07.nif	Triangles x45, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/markarth/mrktemplen02.nif	Triangles x618, Num Vertices x4, Data Size x4, Vertex Data x4, Max x1, Num Big Verts x1
meshes/architecture/markarth/water/markarthwaterfallcliff03.nif	Vertex Desc x4, Phase x2, Data Size x2, Particle Data Size x2, Particle Vertices x2, Particle Normals x2
meshes/architecture/markarth/water/markarthwaterfallcliff04.nif	Vertex Desc x2, Value x1, Phase x1, Data Size x1, Particle Data Size x1, Particle Vertices x1
meshes/architecture/orclonghouse/orcdoor01.nif	Triangles x1213, Layer x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/orclonghouse/orclonghousepartitionend01.nif	Triangles x30, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/riften/animated/mausoleum/rtmausoleumdoor01.nif	Triangles x94, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Layer x1
meshes/architecture/riften/docks/rtdockbldtallstairs01.nif	Triangles x179, Max x1, Num Big Verts x1, Num Big Tris x1, Num Vertices x1, Data Size x1
meshes/architecture/riften/interior/smallroomfirst/rifrmsmfirstcorinrhalf01.nif	Triangles x380, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondcorin01.nif	Triangles x886, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondcorinrhalf01.nif	Triangles x657, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondcorout01.nif	Triangles x59, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondmidopen01.nif	Max x1
meshes/architecture/riften/interior/smallroomsingle/rifrmsmpartitiondoortall01.nif	Triangles x316, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglecorinrwin01.nif	Triangles x950, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglecorout01.nif	Triangles x59, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglewall01.nif	Triangles x631, Num Vertices x3, Data Size x3, Vertex Data x3
meshes/architecture/riften/rtbackyardwall01.nif	Triangles x1312, Num Vertices x3, Data Size x3, Vertex Data x3, Layer x1
meshes/architecture/riften/rtblacksmith01city.nif	Triangles x4222, Num Vertices x7, Data Size x7, Vertex Data x7, Max x1, Num Big Verts x1
meshes/architecture/riften/rtcanalsbridge02.nif	Triangles x590, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/riften/rtcanalsdeck01.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/riften/rtcanalsl01inner01.nif	Triangles x1110, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/riften/rtcanalsplazar01inner01.nif	Triangles x797, Num Vertices x2, Data Size x2, Vertex Data x2, Num Big Verts x1, Big Verts x1
meshes/architecture/riften/rtcanalsstairs01.nif	Triangles x761, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1
meshes/architecture/riften/rtdockwallr01.nif	Max x1
meshes/architecture/riften/rtfishery01city.nif	Triangles x2558, Num Vertices x11, Data Size x11, Vertex Data x11, Parallax Inner Layer Thickness x1, Parallax Refraction Scale x1
meshes/architecture/riften/rtgraveyardfence02.nif	Unused Float x2
meshes/architecture/riften/rtirongateframe01.nif	Triangles x217, Layer x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/riften/rtkeepentryway01.nif	Triangles x792, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/riften/rtmausoleum01.nif	Triangles x1590, Num Vertices x6, Data Size x6, Vertex Data x6, Max x1, Num Big Verts x1
meshes/architecture/riften/rtmercerfreys01.nif	Triangles x3339, Num Vertices x9, Data Size x9, Vertex Data x9, Num Big Verts x1, Big Verts x1
meshes/architecture/riften/rtmercerramp01.nif	Triangles x8, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
meshes/architecture/riften/rtorphanage01city.nif	Triangles x6235, Num Vertices x7, Data Size x7, Vertex Data x7, Max x1, Num Big Verts x1
meshes/architecture/riften/rtstables01.nif	Triangles x1052, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/riften/rttempleofmara01.nif	Triangles x3312, Num Vertices x6, Data Size x6, Vertex Data x6, Max x1, Num Big Verts x1
meshes/architecture/riften/rttempleplaza01.nif	Triangles x3217, Num Vertices x6, Data Size x6, Vertex Data x6, Max x1, Num Big Verts x1
meshes/architecture/riften/rttempleplazar01.nif	Triangles x402, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1
meshes/architecture/riften/rtwarehouse01city.nif	Triangles x1116, Num Vertices x4, Data Size x4, Vertex Data x4
meshes/architecture/riften/walls/rtwall01inner.nif	Triangles x54, Max x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/shackkit/shackframelend02.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/shackkit/shackroofmid05.nif	Triangles x81, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/shackkit/shackwallr01.nif	Triangles x5, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/skyhaventemple/clutter/skyhaventmpextplatcordblend01.nif	Triangles x111, Max x1, Num Big Verts x1, Num Big Tris x1, Num Vertices x1, Data Size x1
meshes/architecture/skyhaventemple/skyhavenexteriorwalkway03.nif	Triangles x259, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/skyhaventemple/skyhavenremanpuzzlewall01.nif	Triangles x4694, Num Vertices x4, Data Size x4, Vertex Data x4
meshes/architecture/skyhaventemple/skyhaventempletemp01.nif	Triangles x152, Num Big Verts x1, Big Verts x1, Num Big Tris x1, Big Tris x1, Num Vertices x1
meshes/architecture/skyhaventemple/skyhaventempletemp02.nif	Triangles x2806, Num Vertices x2, Data Size x2, Vertex Data x2, Num Big Verts x1, Big Verts x1
meshes/architecture/solitude/clutter/sbannerpost01.nif	Triangles x182, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/solitude/clutter/sgrate01.nif	Triangles x19, Max x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/clutter/sgravestone01.nif	Triangles x135, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/clutter/sgravestone02.nif	Triangles x135, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/clutter/slighthousefire.nif	Flags x2, Value x2, Phase x1, Vertex Desc x1
meshes/architecture/solitude/clutter/smarketstall01.nif	Max x1, Num Big Verts x1, Num Big Tris x1
meshes/architecture/solitude/clutter/smdshelf01.nif	Triangles x45, Max x1, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/doors/sdoorjail01.nif	Triangles x682, Layer x4, Num Vertices x3, Data Size x3, Vertex Data x3, Num Text Keys x2
meshes/architecture/solitude/doors/sgatedoor.nif	Triangles x410, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/doors/shousedoor03.nif	Triangles x430, Flags x4, Num Vertices x4, Data Size x4, Vertex Data x4, Max x3
meshes/architecture/solitude/doors/slgdoor01.nif	Triangles x466, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/solitude/farms/sfarmhouse01.nif	Triangles x3762, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/solitude/farms/sfarmhousesilo.nif	Triangles x2, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/farms/slumbermill01.nif	Triangles x5606, Num Vertices x5, Data Size x5, Vertex Data x5, Num Big Verts x1, Big Verts x1
meshes/architecture/solitude/interiors/sarchenda.nif	Triangles x17, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/solitude/interiors/sarchstrb.nif	Triangles x21, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/interiors/sceistrlgb.nif	Triangles x233, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/interiors/sdoubledoorint01.nif	Triangles x588, Flags x4, Layer x2, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/solitude/interiors/shouseintdoor01.nif	Triangles x2457, Layer x2, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/solitude/interiors/slgccolcap02.nif	Triangles x35, Num Vertices x1, Data Size x1, Vertex Data x1
meshes/architecture/solitude/interiors/slgccolsol01.nif	Triangles x483, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/solitude/interiors/slgccolsol04.nif	Triangles x406, Num Vertices x2, Data Size x2, Vertex Data x2
meshes/architecture/solitude/interiors/slgcconspacer02.nif	Triangles x1069, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/solitude/interiors/slgcwalwin04.nif	Triangles x133, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/solitude/interiors/slgfstasol03.nif	Triangles x1369, Num Vertices x3, Data Size x3, Vertex Data x3, Max x1, Num Big Verts x1
meshes/architecture/solitude/interiors/slgfwalint01.nif	Triangles x71, Num Vertices x3, Data Size x3, Vertex Data x3
meshes/architecture/solitude/interiors/slgfwalsol02.nif	Triangles x446, Num Vertices x4, Data Size x4, Vertex Data x4, Max x1, Num Big Verts x1
meshes/architecture/solitude/interiors/slgfwalsol05.nif	Triangles x125, Num Vertices x2, Data Size x2, Vertex Data x2, Max x1, Num Big Verts x1
