archive	path	shape	source	rebuilt	lost
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharena01.nif	Object594	1148	845	303
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whstonequarterhouses01.nif	WHstonequarterhouses01:0 - L1_details:0 - L2_details:0	6696	6397	299
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtwarehouse01.nif	RTWarehouse01:1 - L2_Details01:1	5577	5281	296
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinsbridge01.nif	BridgeSupports:1	4680	4384	296
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrinthousedrygoods01.nif	WRIntHouseDryGoods01:38	14746	14451	295
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrcitywalls/wrwallmaingate01.nif	WRWallMainGate01:48 - L2_GateParts:48	3438	3144	294
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgartowerfloor.nif	Stones04	1937	1647	290
Skyrim - Meshes0.bsa	meshes/architecture/riften/goldenglowestate01.nif	GoldenGlowEstate01:1	7096	6806	290
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testhousevolume2.nif	testhousevolume2:0	6690	6400	290
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrhub2ndflwallm01.nif	BYOHBYOHWRhub2ndFLWallM01:34	1227	938	289
Skyrim - Meshes1.bsa	meshes/markers/marker_dragoncrash.nif	EditorMarker	4654	4367	287
Skyrim - Meshes0.bsa	meshes/dlc01/soulcairn/sc_mausoleumwall03.nif	sc_mausoleumWall03:7	2322	2036	286
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/rrbuildingint01.nif	RRBuildingInt01:9	3746	3460	286
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtcivilwartower01.nif	RTCivilWarTower01:12	1894	1610	284
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovmeadhall02.nif	SOVMeadHall02:10	5185	4901	284
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/rrbuildingint02.nif	RRBuildingInt02:9	3744	3460	284
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrcitywalls/wrwallmaingate01.nif	L2_GateParts:43	954	672	282
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplargekatariah01.nif	ShipLargeKatariah01:15 - Stairs:15 - FrontShack:15 - BackShack:15 - L1_Details:15	15326	15044	282
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplargekatariahinside01.nif	Stairs01	5424	5142	282
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sbardscollege.nif	wall to wall:7 - SBardsCollegeMesh:7 - L1_Bench01:7	31715	31434	281
Skyrim - Meshes0.bsa	meshes/architecture/solitude/scastle.nif	L3_Tower01:7	3542	3261	281
Skyrim - Meshes0.bsa	meshes/clutter/dwemer/dweshelf03.nif	DweShelf03:0	13410	13130	280
Skyrim - Meshes0.bsa	meshes/clutter/dwemer/dweshelfsolid03.nif	DweShelfSolid03:0	13525	13245	280
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtmercerfreys01.nif	RTMercerFreys01:1	4823	4544	279
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgftracon04.nif	SLgFTraCon04:25	504	227	277
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrhub1stflwallm02.nif	BYOHBYOHWRhub1stFLWallM02:38	1884	1608	276
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerbeamsr01.nif	BYOHBYOHWRtowerBeamsR01:38	3981	3706	275
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgftracon05.nif	SLgFTraCon05:25	488	216	272
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrhub1stflwallm01.nif	BYOHBYOHWRhub1stFLWallM01:38	1727	1456	271
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/animated/dwekagrumezgauntlet/dwekagrumezgauntlet.nif	DweKagrumezGauntlet:43	5117	4846	271
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintinn01.nif	WHIntWoodRoofLeft06:11	1262	992	270
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerbeamsl01.nif	BYOHBYOHWRtowerBeamsL01:38	7389	7120	269
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtmjollandtroutpurse01.nif	WindowGlow	1269	1002	267
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testroof2delete.nif	WHBrunwulf:0	4788	4521	267
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharetino.nif	WHaretino:11 - L2_details:11	5347	5080	267
Skyrim - Meshes0.bsa	meshes/clutter/midden/middensummoncircle01.nif	MiddenSummonCircle01:27	604	338	266
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharetino.nif	WHaretino:9 - L2_details:9	4012	3747	265
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whviolagiorano.nif	WHViolaGiorano:38 - L2_details:38	1311	1047	264
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/thirsk/meadhall/dlc2thirskmeadhallinterior01.nif	DLC2ThirskMeadHallInterior01:59	32983	32719	264
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinshallbg3way01.nif	SERuinsHallBg3Way01:1	1450	1187	263
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinshallbg3way01win01.nif	SERuinsHallBg3Way01Win01:1	1276	1013	263
Skyrim - Meshes1.bsa	meshes/lod/highhrothgar/highhrothgarentrance01_lod.nif	HighHrothgarEntrance01_Lod:0	1908	1645	263
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintinn01.nif	Object12:23	1212	950	262
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplarge01anim01.nif	Shack:3	2544	2282	262
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplargeanim01.nif	Shack:3	2544	2282	262
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/apocrypha/platform/apoplatbbridge01.nif	ApoPlatBBridge01:7	466	205	261
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhavenexteriorwalkway02.nif	SkyHavenExteriorWalkway02:14	1124	864	260
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharena01.nif	Object115:7	834	574	260
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsrmcorin01winr01.nif	SERuinsRmCorIn01WinR01:1	1042	783	259
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinshallbg4way01.nif	SERuinsHallBg4Way01:1	1096	840	256
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghsrint01.nif	BYOHBYOHWRlonghsRINT01:38	3115	2860	255
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/bulwark/rrbulwarkintbend01.nif	RRBulwarkIntBend01:1	2673	2418	255
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrhub2ndflwall01.nif	BYOHBYOHWRhub2ndFLWall01:34	2174	1920	254
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtsnowshodhouse01.nif	WindowGlow	1258	1006	252
Skyrim - Meshes0.bsa	meshes/furniture/dwemer/dwefurniturehighbench01.nif	DweFurnitureHighBench01:0	11353	11101	252
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroofremain.nif	Box03_frag_28:1	1014	763	251
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinsbridge01.nif	SERuinsBridge01:1	4883	4634	249
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghslint01.nif	BYOHBYOHWRlonghsLINT01:38	3107	2859	248
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempmarket.nif	tempmarket:16	4235	3988	247
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinstempledeck01.nif	StairsUpperFloor:1	2273	2026	247
Skyrim - Meshes0.bsa	meshes/architecture/solitude/seastempireco.nif	Stepsss01:1	1244	998	246
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion04.nif	windhelmtempvmansion04:8	4754	4509	245
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sbardscollege.nif	FLOOR01Moss	1905	1661	244
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whbrunwulf.nif	WHBrunwulf:11	6704	6461	243
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsrmcorin01winlr01.nif	SERuinsRmCorIn01WinLR01:1	961	720	241
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintcastlepiece01.nif	WRintCastlePiece01:45	590	350	240
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclancruelsea.nif	WHclancruelsea:8 - L2_details:8	3602	3362	240
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclancruelseadestroyed.nif	WHclancruelseaDestroyed:8 - L2_details:8	3602	3362	240
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtkeep01.nif	Balcony:23	680	443	237
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion02.nif	windhelmtempvmansion02:47	2119	1883	236
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whhjerim1.nif	WHHjerim1:47	2119	1883	236
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtsnowshodhouse01.nif	RTSnowShodHouse01:2	922	688	234
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrcitywalls/wrwallgatedrawbridge01.nif	WRWallGateDrawBridge01:29	444	213	231
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testroof2delete.nif	WHBrunwulf:15	3184	2954	230
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/animated/sersecretdoor/seruinshallbgdoorsecret01.nif	Platform01:6	444	214	230
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/animated/sersecretdoor/seruinshallbgdoorsecret01.nif	Platform01:1	1032	802	230
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinsarchrubbles01.nif	Mesh:1	2549	2319	230
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharena01.nif	Object615	876	647	229
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgartowerfloor.nif	Object04:7	304	76	228
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtplayerhouse01.nif	RTPlayerHouse01:1 - L2_Supports02:1	6887	6659	228
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion03.nif	windhelmtempvmansion03:38	1892	1664	228
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/expspidercraftingchest.nif	spiderbox:1	5681	5453	228
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrporchkext01.nif	BYOHBYOHWRporchKEXT01:38	9201	8975	226
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/dawnguard/dintwall02.nif	DIntWall02:1	2176	1950	226
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintbench02.nif	SOVintBench02:4	1258	1033	225
Skyrim - Meshes0.bsa	meshes/armor/knuckles/knuckles_0.nif	HandMale_Big	1409	1185	224
Skyrim - Meshes0.bsa	meshes/armor/knuckles/knuckles_1.nif	HandMale_Big	1409	1185	224
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhalllgbaycon01.nif	HHMainHallLgBayCon01:3	1101	878	223
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhalllgbaycon02.nif	HHMainHallLgBayCon02:3	1101	878	223
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whbrunwulf.nif	WHBrunwulf:8	3945	3722	223
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/dlc2smelter.nif	Shovel:0	253	30	223
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerktrapdoor01.nif	BYOHBYOHWRtowerKTrapDoor01:38	1000	778	222
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/castle/whintarena02.nif	WHIntArena02:35	354	132	222
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrhubint01.nif	BYOHBYOHWRhubINT01:38	5890	5670	220
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintcastlepiece01.nif	WRintCastlePiece01:42	618	398	220
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharena01.nif	Object502:0	7058	6838	220
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinshallbg1way01win02.nif	SERuinsHallBg1Way01Win02:5	1554	1334	220
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggtracon01.nif	SLgGTraCon01:25	318	100	218
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggwalsec02.nif	SLgGWalSec02:25	318	100	218
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrinthousedrygoods01.nif	WRIntHouseDryGoods01:36	3713	3495	218
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgarfloor01.nif	Stones05	1024	808	216
Skyrim - Meshes1.bsa	meshes/loadscreenart/loadscreencorruptstand01.nif	LoadScreenCorruptStand01:38	5580	5364	216
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrshackint02.nif	BYOHBYOHWRshackINT02:38	3479	3265	214
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblelongtablewindhelm.nif	NobleLongTableWindhelm:0	3474	3260	214
Skyrim - Meshes1.bsa	meshes/furniture/noble/nobletablelong02.nif	NobleTableLong02:0	3474	3260	214
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion02.nif	windhelmtempvmansion02:38	1316	1103	213
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion04.nif	windhelmtempvmansion04:0	10207	9994	213
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whhjerim1.nif	WHHjerim1:38	1316	1103	213
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc1bf_column1_stay.nif	EditorMarker	3953	3740	213
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsrmwallfree01win01.nif	SERuinsRmWallFree01Win01:5	1648	1436	212
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/tower/imptowerbase01.nif	ImpTowerBase01:3	772	560	212
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/tower/imptowerbase01bot.nif	ImpTowerBase01Bot:3	772	560	212
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtower2ndfll01.nif	BYOHBYOHWRtower2ndFlL01:38	3835	3625	210
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtower2ndflr01.nif	BYOHBYOHWRtower2ndFlR01:38	3833	3623	210
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgarfloor01.nif	Stones09	1487	1277	210
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgarfloor01.nif	Stones	1487	1277	210
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion04.nif	windhelmtempvmansion04:38	1342	1132	210
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplarge01.nif	ShipLarge01:5 - Shack:5 - Details:5 - L1_DetailsShields:5	23120	22910	210
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplargedaintysload01.nif	ShipLargeDaintySload01:5 - Details01:5 - Shack02:5 - L1_DetailsShields03:5	22968	22758	210
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtmjollandtroutpurse01.nif	RTMjollandTroutPurse01:17	614	405	209
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/whgrayquarter.nif	Object237:22	6009	5800	209
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whgrayquarter04.nif	Object240:22	6009	5800	209
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfarchcell02.nif	SMdFArchCell02:26	2473	2265	208
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion1.nif	L2_windhelmtempvmansion1:9	5230	5022	208
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/lghalls/dlc2dwehalllg1way01.nif	DLC2DweHallLg1way01:30	2792	2584	208
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/lghalls/dlc2dwehalllg1wayramp01.nif	DLC2DweHallLg1wayRamp01:30	2792	2584	208
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/lghalls/dwehalllg1way01.nif	DweHallLg1way01:30	2792	2584	208
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/lghalls/dwehalllg1wayramp01.nif	DweHallLg1wayRamp01:30	2792	2584	208
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghskint01.nif	BYOHBYOHWRlonghsKINT01:38	3466	3259	207
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whviolagiorano.nif	WHViolaGiorano:0	9261	9055	206
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinstemplefacade01.nif	Object76:1	6062	5856	206
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whviolagiorano.nif	WHViolaGiorano:9 - L2_details:9	5037	4832	205
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfarchcell01.nif	SMdFArchCell01:26	2286	2083	203
Skyrim - Meshes0.bsa	meshes/architecture/solitude/spatiowallstairs02.nif	L2_Fences24:35	2470	2267	203
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/door/dwemersmalldoor01.nif	Object44:6	6063	5860	203
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtplayerhouse01.nif	WindowGlow	570	368	202
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whviolagiorano.nif	WHViolaGiorano:8 - L2_details:8	3488	3286	202
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharena01.nif	Object623	780	579	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/ratwayroom/riftenrwroomcorecap01.nif	RiftenRWRoomCoreCap01:3	369	168	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/ratwayroom/riftenrwroomcorecap01.nif	Alpha	369	168	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/ratwayroom/riftenrwroomcorewall03.nif	RiftenRWRoomCoreWall03:3	369	168	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/ratwayroom/riftenrwroomcorewall03.nif	Alpha:7	369	168	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/tgroom/riftenrwtgroomroundcorecap01.nif	RiftenRWTGRoomRoundCoreCap01:3	369	168	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/tgroom/riftenrwtgroomroundcorecap01.nif	Alpha	369	168	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/tgroom/riftenrwtgroomroundcorewall03.nif	RiftenRWTGRoomRoundCoreWall03:3	369	168	201
Skyrim - Meshes0.bsa	meshes/dungeons/riften/tgroom/riftenrwtgroomroundcorewall03.nif	Alpha:7	369	168	201
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtower2ndflwalll01.nif	BYOHBYOHWRtower2ndFlWallL01:38	5432	5232	200
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrbuildings/wrcastlebridge01.nif	L2_WRCastleBridge01	704	504	200
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclanshattershield.nif	WHCLanshattershield:9	5230	5030	200
Skyrim - Meshes0.bsa	meshes/architecture/riften/rttempleofmara01.nif	RTTempleofMara01:1	6052	5853	199
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplongboat01.nif	ShipLongBoat01:5 - L1_DetailsShields01:5	5120	4922	198
Skyrim - Meshes1.bsa	meshes/loadscreenart/loadscreenrunedstand01.nif	LoadScreenRunedStand01:38	5578	5380	198
Skyrim - Meshes0.bsa	meshes/animobjects/dlc02/animobjectboat.nif	L1_DetailsShields01:5	3372	3176	196
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtblackbriarmanor01.nif	WindowGlow	1313	1117	196
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtcanallock01.nif	RTCanalLock01:1	2048	1852	196
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclancruelseadestroyed.nif	WHclancruelseaDestroyed:38	1647	1451	196
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplongboat02.nif	ShipLongBoat02:5 - L1_DetailsShields04:5	4012	3816	196
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplongboatanim01.nif	L1_DetailsShields01:5	3372	3176	196
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrshackint01.nif	BYOHBYOHWRshackINT01:38	3137	2942	195
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whpalacelod02.nif	WHpalaceLOD02:0	1524	1329	195
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whvalunstradlod02.nif	WHValunstradLOD02:0	2149	1954	195
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinstemplefacade01.nif	Object75:1	6331	6136	195
Skyrim - Meshes1.bsa	meshes/lod/windhelm/whpalace_lod.nif	WHpalace_LOD:0	1524	1329	195
Skyrim - Meshes1.bsa	meshes/lod/windhelm/whvalunstrad_lod.nif	WHValunstrad_LOD:0	2149	1955	194
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghskwalls01.nif	BYOHBYOHWRlonghsKWalls01:38	1376	1183	193
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/door/dwemersmalldoor01.nif	Object40:6	5977	5784	193
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgartowerfloor.nif	Object04:8	324	132	192
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtblacksmith01.nif	RTBlacksmith01:1 - L2_Supports01:1	5547	5355	192
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtblacksmith01city.nif	RTBlacksmith01City:1 - L2_Supports03:1	5271	5079	192
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclancruelsea.nif	WHclancruelsea:38	1618	1426	192
Skyrim - Meshes0.bsa	meshes/dlc01/effects/dlc1readelderscrollcam.nif	Rivers02:0	434	242	192
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerkext01.nif	BYOHBYOHWRtowerKEXT01:38	8799	8608	191
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/dlc1house/dlc1byohwrhub1stflwall01.nif	DLC1BYOHWRhub1stFLWall01:34	1593	1402	191
Skyrim - Meshes1.bsa	meshes/furniture/noble/nobletableubench01.nif	NobleTableUBench01:0	4040	3850	190
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerlext01.nif	BYOHBYOHWRtowerLEXT01:38	7050	6861	189
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerrext01.nif	BYOHBYOHWRtowerREXT01:38	7050	6861	189
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whpalace1.nif	WHpalace1:33	6984	6795	189
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmintlhback01.nif	FarmIntLHBack01:16	545	357	188
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/lgrooms/dwermlgwallmidwall03.nif	DweRmLgWallMidWall03:1	755	567	188
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtkeep01.nif	Barracks:24	324	137	187
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggwalthi02.nif	SLgGWalThi02:25	348	161	187
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion1.nif	L2_windhelmtempvmansion1:47	1419	1232	187
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerbeamsr01.nif	BYOHBYOHWRtowerBeamsR01:33	278	92	186
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrjorvaskr/wrintchroofendcap01.nif	WRIntCHRoofEndCap01:55	270	84	186
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion04.nif	windhelmtempvmansion04:9	5839	5653	186
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharena01.nif	Object567	266	80	186
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinswaygate01.nif	SERuinsWaygateBase01:1	3190	3004	186
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghskext01.nif	BYOHBYOHWRlonghsKEXT01:38	1660	1476	184
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerbeamsl01.nif	BYOHBYOHWRtowerBeamsL01:33	280	96	184
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtnorthgate01.nif	RTNorthGate01:22	423	239	184
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	the new landing02:5	264	80	184
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sthalmorbarracks.nif	SSThalmorBarracksmesh:1	6016	5832	184
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/quest/vq07scaffoldbridge01-s0.nif	Bridge:2	216	32	184
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/quest/vq07scaffoldbridge01-s1.nif	Bridge:2	216	32	184
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmintlhfront01.nif	FarmIntLHFront01:16	512	329	183
